text,department,intent
@corporator plz provide malba and construction debris lifting from pavement here kripya dhyan de ??,solid_waste,service_request
Help! live high tension wire snapped and fell right here jaldi aao pls,electricity,emergency
@PMCPune Where can I which department handles potholes website link dena? thanks,roads,query
plz sir status of application number 8902 is waiting for 1 month straight plz reply @corporator,parks,status_check
critical huge banyan tree fell on main road immediately kuch karo bhagwan ke liye,disaster_management,emergency
Immediate action needed live high tension wire snapped and fell in bandra ambulance need urjent ??,electricity,emergency
"dear sir/madam, kaise kare apply for death certificate duplicate ? anyone?",health,query
how to find garbge truck daily timing kidhar milega form? anyone?,solid_waste,query
"dear sir/madam, i need info on renew my commercial trade license help desk number?",revenue,query
what is happening with grievance ticket bmc-1929 is waiting for 1 month straight plz help ??,water_supply,status_check
To ward officer: application submitted for choked sewage tank machine cleaning nagar plz.,sewerage,service_request
"listen here, complaint regarding drainage clogged dirty smelly water covering road at mg road signal plz fix immediately",sewerage,complaint
track complaint id xxxxx is not resolved yet on portal why delay?,health,status_check
bhai flyover bridge cracking and sinking near dadar station bachao,roads,emergency
Hello I need info on property tax penalty due date website link dena? fast reply needed ??,revenue,query
@mayor sick of this kachra gaadi hasn't come for a week in entire it sector shameful reality ??,solid_waste,complaint
mcd plz sparking transformer se aag lagri right here danger alert!,electricity,emergency
help! flyover bridge cracking and sinking in bandra kuch karo bhagwan ke liye,roads,emergency
check grievance ticket bmc-1929 is pending since 3 weeks why delay? !!!,roads,status_check
check service request sr- bmc-1929 is nobody from bmc came kuch karo iska,parks,status_check
check grievance ticket req-012 is no reply from officials @bmc,disaster_management,status_check
Please tell service request SR- 8902 is pending since 3 weeks kab hoga finally?,electricity,status_check
someone come quick building collapsed completely malba everywhere at mg road bachao,disaster_management,emergency
@bmc Complaint regarding garbage dump overflowing smelling like hell entire ward 4 shameful reality !!!,solid_waste,complaint
"listen here, kyahai yeh mcd zero water supply since 4 straight days entire ward 4 plz fix immediately",water_supply,complaint
@mayor Worst city management drainage clogged dirty smelly wter covering rod all over this garbge city plz fix immediately,sewerage,complaint
mera service request sr- bmc-1929 is dikha raha hai open but nobody working solve this asapp ??,health,status_check
@pmcpune where can i which department handles potholes ? !!!,roads,query
"dear sir, application submitted for drinking water tanker delivery at laut gate paying heavy taxes for this",water_supply,service_request
Please arrange pest control chemical spraying main road thanks in advance.,health,service_request
"Dear Sir, Request for dead animal carcass pickup here paying heavy taxes for this",health,service_request
question: where can i contact the local ward officer or corporator ?,revenue,query
hello please provide new garbage bins provision for our gully main road very urgent request. ??,solid_waste,service_request
@pmcpune where can i property tax penalty due date ? !!!,revenue,query
plz sir status of complaint ID 45928 is stuck in processing department @bmc,water_supply,status_check
@pmcpune i need info on property tax penalty due date plz tell bro thanks,revenue,query
@corporator I am formally applying for drinking water tanker delivery in sector 5 paying heavy taxes for this,water_supply,service_request
🚨 gas leakage smelling heavily near dadar station ambulance need urjent,disaster_management,emergency
severe flooding wter entering living room right now!! do something quick,disaster_management,emergency
kaha se find garbage truck daily timing any direct link? thanks,solid_waste,query
what is the procedure to find garbage truck daily timing plz tell bro anyone?,solid_waste,query
check application number 45928 is stuck in processing department why delay?,roads,status_check
pls send team fast gas leakage smelling heavily ward 15 do something quick,disaster_management,emergency
@pmcpune can someone tell me file water tax arrears help desk number? thanks ??,water_supply,query
Hello application submitted for tree pruning and heavy branch cutting at laut gate kindly do it. !!!,parks,service_request
plz sir status of complaint no 8902 is nobody from bmc came plz reply @corporator,water_supply,status_check
@bmc worst city management zero water supply since 4 straight days in kalyan east solve it officially,water_supply,complaint
Check complaint no 8902 is no reply from officials frustrated citizen,water_supply,status_check
Question: What is the procedure to apply for death certificate duplicate plz tell bro anyone?,health,query
"Listen here, Reporting total failure of garbge dump overflowing smelling like hell right outside my house door wtf administration !!!",solid_waste,complaint
@corporator request for tree pruning and heavy branch cutting nagar thanks in advance. ??,parks,service_request
immediate action needed aag lag gayi hai 3rd floor mein ward 15 kuch karo bhagwan ke liye,disaster_management,emergency
complaint regarding kachra gaadi hasn't come for a week right outside my house door wtf administration,solid_waste,complaint
plz tell complaint no 45928 is stuck in processing department frustrated citizen,water_supply,status_check
live high tension wire snapped and fell at mg road bachao,electricity,emergency
hello how to check ward map zoning restrictions ? fast reply needed ??,revenue,query
check service request sr- 8902 is no reply from officials kab hoga finally?,disaster_management,status_check
Please tell reference ID 8902 is nobody from bmc came plz help ??,revenue,status_check
immediate action needed severe flooding water entering living room right now!! jaldi aao pls ??,disaster_management,emergency
someone come quick glae mein paani bhar gaya hai log doob rahe near dadar station send fire brigade fast !!! ??,disaster_management,emergency
"dear sir/madam, kaha se get a birth certificate registration done kidhar milega form? anyone?",health,query
update on complaint id xxxxx is nobody from bmc came plz help !!!,revenue,status_check
question: info needed urgently: file water tax arrears ? anyone? !!!,water_supply,query
immediate action needed chhat gir gayi log dab gaye at mg road ambulance need urjent !!! ??,disaster_management,emergency
hello info needed urgently: find garbage truck daily timing any direct link? anyone?,solid_waste,query
urgent: huge rabid dog attacked kids right now!! do something quick,health,emergency
kyahai yeh mcd zero water supply since 4 straight days all over this garbage city solve it officially,water_supply,complaint
hey bmc i need info on file water tax arrears any direct link? thanks,water_supply,query
@bmc kyahai yeh mcd drainage clogged dirty smelly water covering road right outside my house door bmc is totally blind ??,sewerage,complaint
disgusting neglect garbage dump overflowing smelling like hell in entire it sector wtf administration,solid_waste,complaint
hello request for dead animal carcass pickup immediately very urgent request.,health,service_request
glae mein paani bhar gaya hai log doob rahe ward 15 danger alert!,disaster_management,emergency
@PMCPune Can someone tell me contact the local ward officer or corporator plz. thanks,revenue,query
check grievance ticket 45928 is no reply from officials kab hoga finally?,health,status_check
to ward officer: we need choked sewage tank machine cleaning ward 10 kripya dhyan de,sewerage,service_request
@mayor kyahai yeh mcd street lights totally dead pitch black in kalyan east do ur goddamn job,electricity,complaint
check complaint id 45928 is stuck in processing department kab hoga finally?,health,status_check
"Listen here, kyahai yeh mcd huge crater potholes cracking my car suspension in kalyan east solve it officially",roads,complaint
Track complaint no 45928 is waiting for 1 month straight kuch karo iska !!!,parks,status_check
plz provide tree pruning and heavy branch cutting here thanks in advance. ??,parks,service_request
Hey bmc I need info on property tax penalty due date ?,revenue,query
urgent: massive fire outbreak near transformer ward 15 do something quick,disaster_management,emergency
"listen here, horrible infra sadak pe itne gaddhe hai gaadi chalana muskil at mg road signal shameful reality",roads,complaint
@mayor reporting total failure of sadak pe itne gaddhe hai gaadi chalana muskil right outside my house door wtf administration !!!,roads,complaint
i am extremely angry zero water supply since 4 straight days right outside my house door plz fix immediately,water_supply,complaint
immediate action needed severe flooding water entering living room right now!! kuch karo bhagwan ke liye,disaster_management,emergency
hey bmc how to which department handles potholes plz tell bro,roads,query
Hello info needed urgently: file wter tax arrears help desk number? thanks,water_supply,query
info needed urgently: find garbge truck daily timing ?,solid_waste,query
@mayor sick of this street lights totally dead pitch black in kalyan east solve it officially,electricity,complaint
application submitted for dead animal carcass pickup immediately thanks in advance.,health,service_request
kya hua application number xxxxx is nobody from bmc came solve this asapp,solid_waste,status_check
every single day same painful issue: sick of this street lights totally dead pitch black entire ward 4 shameful reality,electricity,complaint
Hello Where can I calculate FSI floor space index for plot plz tell bro thanks !!!,revenue,query
"Dear Sir, Arrange choked sewage tank machine cleaning here kripya dhyan de !!!",sewerage,service_request
plz sir status of complaint no 992a is stuck in processing department plz help,electricity,status_check
Hello Please provide pest control chemical spraying here jaldi bhejo team pls ??,health,service_request
huge banyan tree fell on main road near dadar station send fire brigade fast ??,disaster_management,emergency
Reporting total failure of sadak pe itne gaddhe hai gaadi chalana muskil right outside my house door we r paying taxes for what?,roads,complaint
Help! current lag raha hai nange taar se in bandra jaldi aao pls !!!,electricity,emergency
To ward officer: application submitted for mosquito fogging in entire residential society near public park paying heavy taxes for this ??,health,service_request
@corporator arrange pest control chemical spraying at laut gate thanks in advance. !!!,health,service_request
please sir status of application number req-012 is stuck in processing department kuch karo iska,roads,status_check
track complaint no 992a is abhi tak solve nahi kiya kab hoga finally?,health,status_check
Question: I need info on renew my commercial trade license plz. fast reply needed,revenue,query
🚨 huge banyan tree fell on main road at mg road ambulance need urjent,disaster_management,emergency
kya hua service request sr- 45928 is not resolved yet on portal frustrated citizen !!!,sewerage,status_check
mera complaint id bmc-1929 is not resolved yet on portal kab hoga finally?,revenue,status_check
to ward officer: plz arrange choked sewage tank machine cleaning in my society paying heavy taxes for this,sewerage,service_request
@bmc sick of this street lights totally dead pitch black all over this garbge city bmc is totally blind,electricity,complaint
every single day same painful issue: sick of this garbage dump overflowing smelling like hell in kalyan east bmc is totally blind,solid_waste,complaint
🚨 huge rabid dog attacked kids at our residential society save us!!,health,emergency
please sir status of complaint id 8902 is dikha raha hai open but nobody working plz help,electricity,status_check
"Dear Sir/Madam, What is the procedure to renew my commercial trade license help desk number?",revenue,query
every single day same painful issue: complaint regarding paani ki main pipe toot gayi hai drinking wter leaks at mg rod signal kuch toh sharam karo bmc !!!,water_supply,complaint
Track application number XXXXX is pending since 3 weeks plz reply @corporator,roads,status_check
Hello info needed urgently: check ward map zoning restrictions urgent question!!,revenue,query
@bmc Complaint regarding garbage dump overflowing smelling like hell right outside my house door plz fix immediately,solid_waste,complaint
to ward officer: require new garbage bins provision for our gully ward 10 paying heavy taxes for this,solid_waste,service_request
"dear sir, request for pest control chemical spraying nagar very urgent request.",health,service_request
@mayor I am extremely angry kachra gaadi hasn't come for a week in kalyan east kuch toh sharam karo bmc,solid_waste,complaint
mcd plz aag lag gayi hai 3rd floor mein in bandra jaldi aao pls,disaster_management,emergency
"dear sir, require pest control chemical spraying at laut gate kripya dhyan de !!!",health,service_request
Hello We need dead animal carcass pickup main road kindly do it. !!!,health,service_request
🚨 severe flooding water entering living room near dadar station send fire brigade fast !!!,disaster_management,emergency
@pmcpune how to which department handles potholes plz. fast reply needed !!!,roads,query
"dear sir, plz provide daily road sweeping service main road kripya dhyan de",solid_waste,service_request
@mayor kyahai yeh mcd sadak pe itne gaddhe hai gaadi chalana muskil in entire IT sector solve it officially,roads,complaint
mera grievance ticket 992A is waiting for 1 month straight kab hoga finally?,revenue,status_check
@corporator please provide dead animal carcass pickup in my society kripya dhyan de ??,health,service_request
Where can I apply for death certificate duplicate urgent question!! fast reply needed,health,query
Hello application submitted for new garbage bins provision for our gully immediately kripya dhyan de,solid_waste,service_request
@corporator we need dead animal carcass pickup immediately paying heavy taxes for this,health,service_request
@bmc kyahai yeh mcd sadak pe itne gaddhe hai gaadi chalana muskil at mg road signal bmc is totally blind !!!,roads,complaint
someone come quick current lag raha hai nange taar se right now!! ambulance need urjent,electricity,emergency
sick of this drainage clogged dirty smelly water covering road in entire it sector solve it officially,sewerage,complaint
mcd plz chhat gir gayi log dab gaye ward 15 do something quick,disaster_management,emergency
To ward officer: Please arrange drinking water tanker delivery in sector 5 kindly do it.,water_supply,service_request
"dear sir, require mosquito fogging in entire residential society in sector 5 kripya dhyan de ??",health,service_request
urgent: massive fire outbreak near transformer at our residential society ambulance need urjent,disaster_management,emergency
"dear sir/madam, can someone tell me find garbage truck daily timing ? fast reply needed",solid_waste,query
immediate action needed huge rabid dog attacked kids at our residential society danger alert! !!!,health,emergency
@bmc Sick of this illegal massive encroachment on footpaths all over this garbage city we are paying taxes for what? !!!,revenue,complaint
Every single day same painful issue: I am extremely angry huge crater potholes cracking my car suspension at mg road signal shameful reality,roads,complaint
🚨 severe flooding water entering living room right here save us!! ??,disaster_management,emergency
someone come quick huge banyan tree fell on main road near dadar station save us!!,disaster_management,emergency
critical chhat gir gayi log dab gaye near dadar station send fire brigade fast ??,disaster_management,emergency
hello info needed urgently: contact the local ward officer or corporator plz tell bro,revenue,query
mera service request sr- bmc-1929 is nobody from bmc came solve this asapp,roads,status_check
to ward officer: request for choked sewage tank machine cleaning main road kindly do it.,sewerage,service_request
"Listen here, I am extremely angry illegal massive encroachment on footpaths all over this garbage city shameful reality",revenue,complaint
@mayor reporting total failure of paani ki main pipe toot gayi hai drinking wter leaks at mg rod signal bmc is totally blind,water_supply,complaint
Check reference ID 45928 is nobody from bmc came kab hoga finally?,roads,status_check
Reporting total failure of illegal massive encroachment on footpaths in entire IT sector we r paying taxes for what? !!!,revenue,complaint
"Dear Sir, Please arrange pest control chemical spraying in sector 5 very urgent request.",health,service_request
@mayor Sick of this paani ki main pipe toot gayi hai drinking wter leaks all over this garbge city plz fix immediately,water_supply,complaint
"Dear Sir/Madam, kaise kr file water tax arrears plz. fast reply needed",water_supply,query
track complaint id 8902 is no reply from officials frustrated citizen ??,water_supply,status_check
@bmc Reporting total failure of sadak pe itne gaddhe hai gaadi chalana muskil in kalyan east solve it officially,roads,complaint
can someone tell me pay property tax online without fine any direct link? thanks,revenue,query
I am extremely angry paani ki main pipe toot gayi hai drinking water leaks in kalyan east kuch toh sharam karo bmc,water_supply,complaint
To ward officer: Please arrange drinking water tanker delivery main road very urgent request. !!!,water_supply,service_request
plz tell complaint no 45928 is no reply from officials kab hoga finally?,parks,status_check
kya hua application number bmc-1929 is pending since 3 weeks kab hoga finally? !!!,health,status_check
plz sir status of reference id 8902 is not resolved yet on portal solve this asapp,electricity,status_check
pls send team fast fatal accident multiple injured at our residential society do something quick ??,roads,emergency
to ward officer: request for malba and construction debris lifting from pavement main road kindly do it.,solid_waste,service_request
@mayor I am extremely angry sadak pe itne gaddhe hai gaadi chalana muskil in entire IT sector wtf administration ??,roads,complaint
What is the procedure to which department handles potholes website link dena? fast reply needed ??,roads,query
Hello kaise kr get a birth certificate registration done website link dena? anyone? !!!,health,query
"Listen here, I am extremely angry kachra gaadi hasn't come for a week entire ward 4 do ur goddamn job",solid_waste,complaint
bhai aag lag gayi hai 3rd floor mein near dadar station danger alert! ??,disaster_management,emergency
Check reference ID REQ-012 is stuck in processing department why delay?,water_supply,status_check
@bmc sick of this sadak pe itne gaddhe hai gaadi chalana muskil in entire it sector shameful reality,roads,complaint
kya hua application number 45928 is pending since 3 weeks kuch karo iska,parks,status_check
pls send team fast current lag raha hai nange taar se in bandra jaldi aao pls ??,electricity,emergency
critical massive fire outbreak near transformer at our residential society send fire brigade fast,disaster_management,emergency
"dear sir/madam, kaha se contact the local ward officer or corporator kidhar milega form? anyone? ??",revenue,query
i want to know complaint id 992a is no reply from officials kab hoga finally?,electricity,status_check
hey bmc how to apply for death certificate duplicate kidhar milega form? anyone?,health,query
someone come quick sparking transformer se aag lagri near dadar station ambulance need urjent,electricity,emergency
bhai flyover bridge cracking and sinking immediately jaldi aao pls,roads,emergency
MCD please fatal accident multiple injured at mg road save us!! ??,roads,emergency
@pmcpune can someone tell me which department handles potholes plz tell bro thanks,roads,query
Track application number 992A is no reply from officials plz help,health,status_check
horrible infra huge crater potholes cracking my car suspension all over this garbge city kuch toh sharam karo bmc !!!,roads,complaint
@PMCPune kaha se contact the local ward officer or corporator help desk number? fast reply needed,revenue,query
@bmc kyahai yeh mcd paani ki main pipe toot gayi hai drinking water leaks at mg road signal we are paying taxes for what?,water_supply,complaint
@bmc sick of this zero water supply since 4 straight days in kalyan east plz fix immediately,water_supply,complaint
Update on reference ID XXXXX is dikha raha hai open but nobody working @bmc,revenue,status_check
help! fatal accident multiple injured ward 15 kuch karo bhagwan ke liye,roads,emergency
every single day same painful issue: kyahai yeh mcd kachra gaadi hasn't come for a week at mg rod signal please fix immediately,solid_waste,complaint
@corporator Please provide dead animal carcass pickup in sector 5 paying heavy taxes for this,health,service_request
kaha se get a birth certificate registration done help desk number? fast reply needed,health,query
Hello Require daily road sweeping service near public park kripya dhyan de,solid_waste,service_request
@pmcpune kaha se renew my commercial trade license help desk number?,revenue,query
"listen here, sick of this kachra gaadi hasn't come for a week in entire it sector solve it officially",solid_waste,complaint
hello where can i property tax penalty due date ? anyone?,revenue,query
check complaint id xxxxx is no reply from officials plz reply @corporator,water_supply,status_check
@mayor kyahai yeh mcd garbage dump overflowing smelling like hell at mg road signal wtf administration !!!,solid_waste,complaint
sick of this drainage clogged dirty smelly water covering road entire ward 4 shameful reality !!! ??,sewerage,complaint
disgusting neglect paani ki main pipe toot gayi hai drinking water leaks in entire it sector kuch toh sharam karo bmc,water_supply,complaint
@pmcpune where can i which department handles potholes any direct link? !!!,roads,query
someone come quick building collapsed completely malba everywhere at our residential society do something quick,disaster_management,emergency
Status of complaint ID BMC-1929 is waiting for 1 month straight kab hoga finally? ??,sewerage,status_check
Update on service request SR- 992A is dikha raha hai open but nobody working why delay?,sewerage,status_check
@corporator We need tree pruning and heavy branch cutting at laut gate kindly do it.,parks,service_request
i am extremely angry huge crater potholes cracking my car suspension right outside my house door we are paying taxes for what? ??,roads,complaint
"dear sir, i am formally applying for pest control chemical spraying in my society kripya dhyan de",health,service_request
please provide choked sewage tank machine cleaning in sector 5 kripya dhyan de,sewerage,service_request
Every single day same painful issue: I am extremely angry street lights totally dead pitch black entire ward 4 shameful reality !!!,electricity,complaint
To ward officer: Require new garbage bins provision for our gully in my society very urgent request. !!!,solid_waste,service_request
help! severe flooding water entering living room ward 15 bachao,disaster_management,emergency
"listen here, worst city management zero water supply since 4 straight days entire ward 4 solve it officially",water_supply,complaint
immediate action needed sparking transformer se aag lagri immediately do something quick !!!,electricity,emergency
Question: kaha se file water tax arrears plz tell bro anyone? !!!,water_supply,query
Question: info needed urgently: contact the local ward officer or corporator help desk number? thanks,revenue,query
plz arrange choked sewage tank machine cleaning nagar plz.,sewerage,service_request
every single day same painful issue: complaint regarding gutter floating on streets pure sewage entire ward 4 plz fix immediately,sewerage,complaint
what is the procedure to which department handles potholes urgent question!!,roads,query
Update on complaint ID XXXXX is nobody from bmc came kuch karo iska !!!,revenue,status_check
Hello I am formally applying for mosquito fogging in entire residential society near public park very urgent request.,health,service_request
check application number 8902 is waiting for 1 month straight plz help,disaster_management,status_check
@corporator request for daily road sweeping service at layout gate paying heavy taxes for this,solid_waste,service_request
pls send team fast huge banyan tree fell on main road right now!! save us!!,disaster_management,emergency
Question: kaha se renew my commercial trade license kidhar milega form? thanks ??,revenue,query
what is happening with complaint id 8902 is stuck in processing department frustrated citizen,electricity,status_check
to ward officer: i am formally applying for drinking water tanker delivery near public park kindly do it. !!!,water_supply,service_request
mcd plz aag lag gayi hai 3rd floor mein immediately ambulance need urjent,disaster_management,emergency
"Dear Sir, Request for mosquito fogging in entire residential society immediately thanks in advance.",health,service_request
to ward officer: plz arrange malba and construction debris lifting from pavement nagar paying heavy taxes for this,solid_waste,service_request
@corporator i am formally applying for daily road sweeping service at laut gate kindly do it.,solid_waste,service_request
mera application number 992A is stuck in processing department @bmc,electricity,status_check
🚨 huge rabid dog attacked kids in bandra jaldi aao pls ??,health,emergency
critical gas leakage smelling heavily right now!! send fire brigade fast,disaster_management,emergency
Every single day same painful issue: kyahai yeh mcd illegal massive encroachment on footpaths right outside my house door plz fix immediately !!!,revenue,complaint
@mayor Worst city management illegal massive encroachment on footpaths all over this garbage city we r paying taxes for what?,revenue,complaint
to ward officer: request for dead animal carcass pickup immediately kripya dhyan de,health,service_request
mcd plz huge banyan tree fell on main road immediately kuch karo bhagwan ke liye,disaster_management,emergency
plz sir status of reference id bmc-1929 is not resolved yet on portal plz help,water_supply,status_check
every single day same painful issue: worst city management drainage clogged dirty smelly wter covering rod in entire it sector do ur goddamn job !!!,sewerage,complaint
@corporator Please arrange tree pruning and heavy branch cutting at layout gate paying heavy taxes for this,parks,service_request
@mayor i am extremely angry street lights totally dead pitch black right outside my house door solve it officially !!!,electricity,complaint
mera application number 992a is waiting for 1 month straight plz help,revenue,status_check
"Listen here, Disgusting neglect zero water supply since 4 straight days right outside my house door bmc is totally blind",water_supply,complaint
"Listen here, Disgusting neglect street lights totally dead pitch black all over this garbage city plz fix immediately",electricity,complaint
"dear sir/madam, kaha se find garbge truck daily timing website link dena?",solid_waste,query
@mayor Disgusting neglect gutter floating on streets pure sewage at mg road signal we r paying taxes for what?,sewerage,complaint
kaise kare property tax penalty due date plz tell bro anyone? ??,revenue,query
Where can I pay property tax online without fine any direct link? thanks !!!,revenue,query
i need info on calculate fsi floor space index for plot plz. anyone?,revenue,query
@mayor worst city management illegal massive encroachment on footpaths entire ward 4 we are paying taxes for what? ??,revenue,complaint
hello kaha se apply for death certificate duplicate any direct link? fast reply needed ??,health,query
urgent: aag lag gayi hai 3rd floor mein ward 15 save us!!,disaster_management,emergency
@mayor reporting total failure of illegal massive encroachment on footpaths in kalyan east bmc is totally blind !!!,revenue,complaint
bhai building collapsed completely malba everywhere right now!! ambulance need urjent,disaster_management,emergency
pls send team fast gas leakage smelling heavily right here kuch karo bhagwan ke liye,disaster_management,emergency
@pmcpune how to calculate fsi floor space index for plot ? anyone?,revenue,query
critical huge rabid dog attacked kids right here kuch karo bhagwan ke liye,health,emergency
help! severe flooding water entering living room in bandra save us!! ??,disaster_management,emergency
Track reference ID REQ-012 is pending since 3 weeks plz help,health,status_check
Update on application number BMC-1929 is waiting for 1 month straight plz reply @corporator !!!,parks,status_check
bhai huge banyan tree fell on main road near dadar station danger alert!,disaster_management,emergency
immediate action needed chhat gir gayi log dab gaye immediately bachao ??,disaster_management,emergency
plz tell application number 45928 is not resolved yet on portal kab hoga finally?,revenue,status_check
Hello kaise kr get a birth certificate registration done help desk number?,health,query
"dear sir, arrange daily road sweeping service in sector 5 kripya dhyan de !!!",solid_waste,service_request
"listen here, i am extremely angry kachra gaadi hasn't come for a week all over this garbage city do your goddamn job",solid_waste,complaint
@bmc worst city management drainage clogged dirty smelly water covering road in entire it sector we are paying taxes for what?,sewerage,complaint
MCD plz gas leakage smelling heavily ward 15 bachao,disaster_management,emergency
@bmc i am extremely angry gutter floating on streets pure sewage in entire it sector kuch toh sharam karo bmc ??,sewerage,complaint
To ward officer: Please provide daily road sweeping service here kindly do it. !!!,solid_waste,service_request
someone come quick sparking transformer se aag lagri immediately bachao,electricity,emergency
"Dear Sir/Madam, Where can I check ward map zoning restrictions help desk number? fast reply needed !!!",revenue,query
bhai building collapsed completely malba everywhere right here kuch karo bhagwan ke liye ??,disaster_management,emergency
please tell grievance ticket bmc-1929 is abhi tak solve nahi kiya frustrated citizen,parks,status_check
plz provide mosquito fogging in entire residential society immediately kindly do it.,health,service_request
question: where can i apply for death certificate duplicate any direct link? fast reply needed,health,query
I want to know complaint no 8902 is nobody from bmc came kuch karo iska,revenue,status_check
bhai huge banyan tree fell on main road near dadar station do something quick,disaster_management,emergency
Hey bmc kaha se find garbage truck daily timing help desk number? fast reply needed,solid_waste,query
update on reference id bmc-1929 is pending since 3 weeks why delay?,solid_waste,status_check
@bmc reporting total failure of garbage dump overflowing smelling like hell entire ward 4 wtf administration,solid_waste,complaint
hello we need drinking water tanker delivery in sector 5 very urgent request.,water_supply,service_request
hello please provide pest control chemical spraying in sector 5 paying heavy taxes for this ??,health,service_request
"Listen here, Sick of this zero water supply since 4 straight days in kalyan east do your goddamn job !!!",water_supply,complaint
Immediate action needed sparking transformer se aag lagri right here danger alert!,electricity,emergency
Question: kaha se which department handles potholes website link dena? anyone?,roads,query
every single day same painful issue: horrible infra huge crater potholes cracking my car suspension entire ward 4 please fix immediately ??,roads,complaint
building collapsed completely malba everywhere near dadar station do something quick,disaster_management,emergency
Help! current lag raha hai nange taar se immediately jaldi aao pls,electricity,emergency
@bmc I am extremely angry illegal massive encroachment on footpaths at mg rod signal kuch toh sharam karo bmc,revenue,complaint
@bmc reporting total failure of sadak pe itne gaddhe hai gaadi chalana muskil entire ward 4 bmc is totally blind,roads,complaint
how to apply for death certificate duplicate urgent question!! anyone? !!! ??,health,query
"listen here, kyahai yeh mcd sadak pe itne gaddhe hai gaadi chalana muskil in entire it sector solve it officially",roads,complaint
sparking transformer se aag lagri at our residential society bachao,electricity,emergency
kya hua service request sr- 992a is nobody from bmc came frustrated citizen ??,disaster_management,status_check
"Dear Sir/Madam, info needed urgently: find garbge truck daily timing urgent question!! thanks !!!",solid_waste,query
Hey bmc kaha se renew my commercial trade license ? anyone? ??,revenue,query
someone come quick fatal accident multiple injured at our residential society send fire brigade fast,roads,emergency
flyover bridge cracking and sinking near dadar station jaldi aao pls,roads,emergency
@PMCPune Can someone tell me which department handles potholes help desk number? thanks,roads,query
reporting total failure of street lights totally dead pitch black entire ward 4 kuch toh sharam karo bmc,electricity,complaint
horrible infra drainage clogged dirty smelly wter covering rod at mg rod signal wtf administration ??,sewerage,complaint
what is the procedure to calculate fsi floor space index for plot kidhar milega form? anyone?,revenue,query
kaise kare find garbage truck daily timing ? fast reply needed,solid_waste,query
"dear sir, application submitted for mosquito fogging in entire residential society in sector 5 kripya dhyan de",health,service_request
"dear sir/madam, kaise kare get a birth certificate registration done any direct link? thanks",health,query
hey bmc kaha se check ward map zoning restrictions ? thanks,revenue,query
kyahai yeh mcd kachra gaadi hasn't come for a week right outside my house door wtf administration,solid_waste,complaint
Track application number 8902 is pending since 3 weeks solve this asapp,revenue,status_check
@bmc Reporting total failure of huge crater potholes cracking my car suspension right outside my house door solve it officially !!!,roads,complaint
🚨 severe flooding water entering living room immediately ambulance need urjent !!!,disaster_management,emergency
"dear sir, plz arrange pest control chemical spraying in sector 5 thanks in advance.",health,service_request
kaha se renew my commercial trade license ? thanks,revenue,query
@pmcpune i need info on pay property tax online without fine ? thanks ??,revenue,query
To ward officer: Please provide dead animal carcass pickup in sector 5 thanks in advance.,health,service_request
"dear sir/madam, what is the procedure to get a birth certificate registration done ? fast reply needed !!!",health,query
kya hua reference ID 45928 is no reply from officials @bmc,sewerage,status_check
plz tell application number xxxxx is not resolved yet on portal kuch karo iska,health,status_check
check reference id req-012 is waiting for 1 month straight solve this asapp ??,solid_waste,status_check
critical aag lag gayi hai 3rd floor mein ward 15 send fire brigade fast,disaster_management,emergency
to ward officer: plz provide daily road sweeping service ward 10 kindly do it. ??,solid_waste,service_request
CRITICAL gas leakage smelling heavily immediately bachao,disaster_management,emergency
question: kaha se pay property tax online without fine help desk number? thanks,revenue,query
"Listen here, Worst city management huge crater potholes cracking my car suspension entire ward 4 wtf administration",roads,complaint
hello can someone tell me pay property tax online without fine kidhar milega form?,revenue,query
Track service request SR- 992A is not resolved yet on portal solve this asapp,solid_waste,status_check
"dear sir/madam, kaha se which department handles potholes any direct link? anyone? !!!",roads,query
kya hua application number 992a is waiting for 1 month straight kuch karo iska,solid_waste,status_check
What is happening with grievance ticket 45928 is waiting for 1 month straight plz help ??,sewerage,status_check
@corporator Request for malba and construction debris lifting from pavement ward 10 jaldi bhejo team pls !!! ??,solid_waste,service_request
@mayor reporting total failure of garbage dump overflowing smelling like hell right outside my house door kuch toh sharam karo bmc,solid_waste,complaint
@bmc sick of this zero water supply since 4 straight days at mg road signal bmc is totally blind,water_supply,complaint
every single day same painful issue: kyahai yeh mcd huge crater potholes cracking my car suspension all over this garbage city we are paying taxes for what?,roads,complaint
plz tell reference id bmc-1929 is no reply from officials kuch karo iska,roads,status_check
info needed urgently: check ward map zoning restrictions kidhar milega form? anyone?,revenue,query
Hey bmc What is the procedure to apply for death certificate duplicate help desk number? anyone? ??,health,query
@PMCPune I need info on apply for death certificate duplicate help desk number? thanks,health,query
Help! current lag raha hai nange taar se right here kuch karo bhagwan ke liye,electricity,emergency
hello kaha se contact the local ward officer or corporator kidhar milega form? fast reply needed ??,revenue,query
@corporator i am formally applying for dead animal carcass pickup at laut gate paying heavy taxes for this,health,service_request
I am extremely angry huge crater potholes cracking my car suspension at mg road signal wtf administration,roads,complaint
hello i need info on apply for death certificate duplicate any direct link?,health,query
@mayor Disgusting neglect gutter floating on streets pure sewage at mg road signal kuch toh sharam karo bmc,sewerage,complaint
To ward officer: I am formally applying for drinking water tanker delivery nagar jaldi bhejo team pls !!!,water_supply,service_request
